category,subcategory,tags,attribute,attribute_description,tablename,geography,region,vintage,source,vartype,last_updated,notes
key,key,"education, postsecondary prep, high school, college, graduation, FAFSA,
college attendance, career readiness, college readiness, myfuturenc",year,Year,postsecondary_attendance_and_prep_mfnc,county,"North Carolina","2010 - 2019","myFutureNC Attainment Dashboard: County Database",SMALLINT(4),2021-04-01,
education,"post-secondary prep","education, postsecondary prep, high school, college, graduation, FAFSA,
college attendance, career readiness, college readiness, myfuturenc",ap_students_ct,"Public high school students who took at least one Advanced Placement (AP) examination",postsecondary_attendance_and_prep_mfnc,county,"North Carolina","2010 - 2019","myFutureNC Attainment Dashboard: County Database",INT,2021-04-01,
education,"post-secondary prep","education, postsecondary prep, high school, college, graduation, FAFSA,
college attendance, career readiness, college readiness, myfuturenc",pub_hs_students_ct,"Public high school students",postsecondary_attendance_and_prep_mfnc,county,"North Carolina","2010 - 2019","myFutureNC Attainment Dashboard: County Database",INT,2021-04-01,
education,"post-secondary prep","education, postsecondary prep, high school, college, graduation, FAFSA,
college attendance, career readiness, college readiness, myfuturenc",ap_pct_pub_hs_students,"Percent of public high school students who took at least one Advanced Placement (AP) examination",postsecondary_attendance_and_prep_mfnc,county,"North Carolina","2010 - 2019","myFutureNC Attainment Dashboard: County Database","DECIMAL (5,4)",2021-04-01,
education,"post-secondary prep","education, postsecondary prep, high school, college, graduation, FAFSA,
college attendance, career readiness, college readiness, myfuturenc",ccp_students_ct,"Public high school students who took at least one community college or university course",postsecondary_attendance_and_prep_mfnc,county,"North Carolina","2010 - 2019","myFutureNC Attainment Dashboard: County Database",INT,2021-04-01,
education,"post-secondary prep","education, postsecondary prep, high school, college, graduation, FAFSA,
college attendance, career readiness, college readiness, myfuturenc",ccp_pct_pub_hs_students,"Percent of public high school students who took at least one community college or university course",postsecondary_attendance_and_prep_mfnc,county,"North Carolina","2010 - 2019","myFutureNC Attainment Dashboard: County Database","DECIMAL (5,4)",2021-04-01,
education,"post-secondary prep","education, postsecondary prep, high school, college, graduation, FAFSA,
college attendance, career readiness, college readiness, myfuturenc",completed_cte_ct,"Count of Career & Technical Education concentrations completed by public high school students",postsecondary_attendance_and_prep_mfnc,county,"North Carolina","2010 - 2019","myFutureNC Attainment Dashboard: County Database",INT,2021-04-01,
education,"post-secondary prep","education, postsecondary prep, high school, college, graduation, FAFSA,
college attendance, career readiness, college readiness, myfuturenc",cihs_students_ct,"Cooperative Innovative High School students",postsecondary_attendance_and_prep_mfnc,county,"North Carolina","2010 - 2019","myFutureNC Attainment Dashboard: County Database",INT,2021-04-01,
education,"post-secondary prep","education, postsecondary prep, high school, college, graduation, FAFSA,
college attendance, career readiness, college readiness, myfuturenc",cihs_pct_pub_hs_students,"Percent of public high school students who were enrolled at a Cooperative Innovative High School",postsecondary_attendance_and_prep_mfnc,county,"North Carolina","2010 - 2019","myFutureNC Attainment Dashboard: County Database","DECIMAL (5,4)",2021-04-01,
education,"post-secondary prep","education, postsecondary prep, high school, college, graduation, FAFSA,
college attendance, career readiness, college readiness, myfuturenc",fafsa_students_ct,"Public high school seniors who completed the Free Application for Federal Student Aid (FAFSA)",postsecondary_attendance_and_prep_mfnc,county,"North Carolina","2010 - 2019","myFutureNC Attainment Dashboard: County Database",INT,2021-04-01,
education,"post-secondary prep","education, postsecondary prep, high school, college, graduation, FAFSA,
college attendance, career readiness, college readiness, myfuturenc",pub_hs_seniors_ct,"Public high school seniors",postsecondary_attendance_and_prep_mfnc,county,"North Carolina","2010 - 2019","myFutureNC Attainment Dashboard: County Database",INT,2021-04-01,
education,"post-secondary prep","education, postsecondary prep, high school, college, graduation, FAFSA,
college attendance, career readiness, college readiness, myfuturenc",fafsa_pct_pub_hs_seniors,"Percent of public high school seniors who completed the Free Application for Federal Student Aid (FAFSA)",postsecondary_attendance_and_prep_mfnc,county,"North Carolina","2010 - 2019","myFutureNC Attainment Dashboard: County Database","DECIMAL (5,4)",2021-04-01,
education,"post-secondary prep","education, postsecondary prep, high school, college, graduation, FAFSA,
college attendance, career readiness, college readiness, myfuturenc",enroll12_students_ct,"Public high school graduates who enrolled in any postsecondary institution within 12 months of graduation",postsecondary_attendance_and_prep_mfnc,county,"North Carolina","2010 - 2019","myFutureNC Attainment Dashboard: County Database",INT,2021-04-01,
education,"post-secondary prep","education, postsecondary prep, high school, college, graduation, FAFSA,
college attendance, career readiness, college readiness, myfuturenc",pub_hs_grad_ct,"Public high school graduates",postsecondary_attendance_and_prep_mfnc,county,"North Carolina","2010 - 2019","myFutureNC Attainment Dashboard: County Database",INT,2021-04-01,
education,"post-secondary prep","education, postsecondary prep, high school, college, graduation, FAFSA,
college attendance, career readiness, college readiness, myfuturenc",enroll12_pct_pub_hs_grad,"Percent of public high school graduates who enrolled in any postsecondary institution within 12 months of graduation",postsecondary_attendance_and_prep_mfnc,county,"North Carolina","2010 - 2019","myFutureNC Attainment Dashboard: County Database","DECIMAL (5,4)",2021-04-01,
education,"post-secondary prep","education, postsecondary prep, high school, college, graduation, FAFSA,
college attendance, career readiness, college readiness, myfuturenc",persisting_students_ct,"Public high school graduates who enrolled in any postsecondary institution within 12 months of graduation who continue to a second year of enrollment",postsecondary_attendance_and_prep_mfnc,county,"North Carolina","2010 - 2019","myFutureNC Attainment Dashboard: County Database",INT,2021-04-01,
education,"post-secondary prep","education, postsecondary prep, high school, college, graduation, FAFSA,
college attendance, career readiness, college readiness, myfuturenc",persisting_pct_enroll12_students,"Percent of public high school graduates who enrolled in any postsecondary institution within 12 months of graduation who continue to a second year of enrollment",postsecondary_attendance_and_prep_mfnc,county,"North Carolina","2010 - 2019","myFutureNC Attainment Dashboard: County Database","DECIMAL (5,4)",2021-04-01,
education,"post-secondary prep","education, postsecondary prep, high school, college, graduation, FAFSA,
college attendance, career readiness, college readiness, myfuturenc",grad6_students_ct,"Public high school graduates who enrolled in any postsecondary institution within 12 months of graduation who earn a degree or certification within 6 years",postsecondary_attendance_and_prep_mfnc,county,"North Carolina","2010 - 2019","myFutureNC Attainment Dashboard: County Database",INT,2021-04-01,
education,"post-secondary prep","education, postsecondary prep, high school, college, graduation, FAFSA,
college attendance, career readiness, college readiness, myfuturenc",grad6_pct_enroll12_students,"Percent of public high school graduates who enrolled in any postsecondary institution within 12 months of graduation who earn a degree or certification within 6 years",postsecondary_attendance_and_prep_mfnc,county,"North Carolina","2010 - 2019","myFutureNC Attainment Dashboard: County Database","DECIMAL (5,4)",2021-04-01,
key,key,"education, attendance, chronic absenteeism, at-risk youth, disconnected youth, mfnc",state_fips,"FIPS code for state",chronic_absenteeism_mfnc,county,"North Carolina",2018,"myFutureNC Attainment Dashboard: County Database",CHAR(2),2021-04-01,
key,key,"education, attendance, chronic absenteeism, at-risk youth, disconnected youth, mfnc",county_fips,"FIPS code for county",chronic_absenteeism_mfnc,county,"North Carolina",2018,"myFutureNC Attainment Dashboard: County Database",CHAR(3),2021-04-01,
key,key,"education, attendance, chronic absenteeism, at-risk youth, disconnected youth, mfnc",tract_fips,"FIPS code for census tract",chronic_absenteeism_mfnc,county,"North Carolina",2018,"myFutureNC Attainment Dashboard: County Database",CHAR(6),2021-04-01,
key,key,"education, attendance, chronic absenteeism, at-risk youth, disconnected youth, mfnc",year,Year,chronic_absenteeism_mfnc,county,"North Carolina",2018,"myFutureNC Attainment Dashboard: County Database",SMALLINT(4),2021-04-01,
education,attendance,"education, attendance, chronic absenteeism, at-risk youth, disconnected youth, mfnc",chrab_students_ct,"Public school students who missed more than 10% of school days in a school year",chronic_absenteeism_mfnc,county,"North Carolina",2018,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-01,
education,attendance,"education, attendance, chronic absenteeism, at-risk youth, disconnected youth, mfnc",pub_sch_students_ct,"Public school students",chronic_absenteeism_mfnc,county,"North Carolina",2018,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-01,
education,attendance,"education, attendance, chronic absenteeism, at-risk youth, disconnected youth, mfnc",chrab_pct_pub_sch_students,"Percent of public school students who missed more than 10% of school days in a school year",chronic_absenteeism_mfnc,county,"North Carolina",2018,"myFutureNC Attainment Dashboard: County Database","DECIMAL (5,4)",2021-04-01,
key,key,"education, post-secondary prep, ACT exam, college readiness, myfuturenc",state_fips,"FIPS code for state",act_performance_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",CHAR(2),2021-04-01,"For other subgroups, see act_performance_subgroup_mfnc table"
key,key,"education, post-secondary prep, ACT exam, college readiness, myfuturenc",county_fips,"FIPS code for county",act_performance_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",CHAR(3),2021-04-01,"For other subgroups, see act_performance_subgroup_mfnc table"
key,key,"education, post-secondary prep, ACT exam, college readiness, myfuturenc",tract_fips,"FIPS code for census tract",act_performance_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",CHAR(6),2021-04-01,"For other subgroups, see act_performance_subgroup_mfnc table"
key,key,"education, post-secondary prep, ACT exam, college readiness, myfuturenc",race,"Race and/or ethnicity",act_performance_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",VARCHAR(20),2021-04-01,"For other subgroups, see act_performance_subgroup_mfnc table"
key,key,"education, post-secondary prep, ACT exam, college readiness, myfuturenc",gender,Gender,act_performance_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",VARCHAR(3),2021-04-01,"For other subgroups, see act_performance_subgroup_mfnc table"
key,key,"education, post-secondary prep, ACT exam, college readiness, myfuturenc",year,Year,act_performance_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",SMALLINT(4),2021-04-01,"For other subgroups, see act_performance_subgroup_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",hi_act_ct,"Students in grade 11 of race/ethnicity or gender subgroup who earned an ACT Composite score of 17 or above",act_performance_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-01,"For other subgroups, see act_performance_subgroup_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",act_takers_ct,"Students in grade 11 of race/ethnicity or gender subgroup who took the ACT Composite examination",act_performance_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-01,"For other subgroups, see act_performance_subgroup_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",hi_act_pct_takers_of,"Percent of students in grade 11 of race/ethnicity or gender subgroup who earned an ACT Composite score of 17 or above",act_performance_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database","DECIMAL(5,4)",2021-04-01,"For other subgroups, see act_performance_subgroup_mfnc table"
key,key,"education, post-secondary prep, ACT exam, college readiness, myfuturenc",state_fips,"FIPS code for state",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",CHAR(2),2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
key,key,"education, post-secondary prep, ACT exam, college readiness, myfuturenc",county_fips,"FIPS code for county",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",CHAR(3),2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
key,key,"education, post-secondary prep, ACT exam, college readiness, myfuturenc",tract_fips,"FIPS code for census tract",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",CHAR(6),2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
key,key,"education, post-secondary prep, ACT exam, college readiness, myfuturenc",year,Year,act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",SMALLINT(4),2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",hi_act_gifted_students_ct,"Gifted students in grade 11 who earned an ACT composite score of 17 or above",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",gifted_act_takers_ct,"Gifted students in grade 11 who took the ACT",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",hi_act_pct_gifted_takers,"Percent of gifted students in grade 11 who earned an ACT composite score of 17 or above",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database","DECIMAL (5,4)",2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",hi_act_econdis_students_ct,"Economically-disadvantaged students in grade 11 who earned an ACT composite score of 17 or above",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",hi_act_not_econdis_students_ct,"Not-economically-disadvantaged students in grade 11 who earned an ACT composite score of 17 or above",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",econdis_act_takers_ct,"Economically-disadvantaged students in grade 11 who took the ACT",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",not_econdis_act_takers_ct,"Not-economically-disadvantaged students in grade 11 who took the ACT",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",hi_act_pct_econdis_takers,"Percent of economically-disadvantaged students in grade 11 who earned an ACT composite score of 17 or above",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database","DECIMAL (5,4)",2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",hi_act_pct_not_econdis_takers,"Percent of not-economically-disadvantaged students in grade 11 who earned an ACT composite score of 17 or above",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database","DECIMAL (5,4)",2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",hi_act_not_disabled_students_ct,"Students without a disability in grade 11 who earned an ACT composite score of 17 or above",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",hi_act_disabled_students_ct,"Students with a disability in grade 11 who earned an ACT composite score of 17 or above",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",not_disabled_act_takers_ct,"Students without a disability in grade 11 who took the ACT",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",disabled_act_takers_ct,"Students with a disability in grade 11 who took the ACT",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",hi_act_pct_not_disabled_takers,"Percent of students without a disability in grade 11 who earned an ACT composite score of 17 or above",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database","DECIMAL (5,4)",2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",hi_act_pct_disabled_takers,"Percent of students with a disability in grade 11 who earned an ACT composite score of 17 or above",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database","DECIMAL (5,4)",2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",hi_act_esl_students_ct,"English-learner students in grade 11 who earned an ACT composite score of 17 or above",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",esl_act_takers_ct,"English-learner students in grade 11 who took the ACT",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",hi_act_pct_esl_takers,"Percent of English-learner students in grade 11 who earned an ACT composite score of 17 or above",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database","DECIMAL (5,4)",2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",hi_act_foster_students_ct,"Foster-care students in grade 11 who earned an ACT composite score of 17 or above",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",foster_act_takers_ct,"Foster-care students in grade 11 who took the ACT",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",hi_act_pct_foster_takers,"Percent of foster-care students in grade 11 who earned an ACT composite score of 17 or above",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database","DECIMAL (5,4)",2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",hi_act_hless_students_ct,"Homeless students in grade 11 who earned an ACT composite score of 17 or above",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",hless_act_takers_ct,"Homeless students in grade 11 who took the ACT",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",hi_act_pct_hless_takers,"Percent of homeless students in grade 11 who earned an ACT composite score of 17 or above",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database","DECIMAL (5,4)",2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",hi_act_migrant_students_ct,"Migrant students in grade 11 who earned an ACT composite score of 17 or above",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",migrant_act_takers_ct,"Migrant students in grade 11 who took the ACT",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",hi_act_pct_migrant_takers,"Percent of migrant students in grade 11 who earned an ACT composite score of 17 or above",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database","DECIMAL (5,4)",2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",hi_act_milconn_students_ct,"Military-connected students in grade 11 who earned an ACT composite score of 17 or above",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",milconn_act_takers_ct,"Military-connected students in grade 11 who took the ACT",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",hi_act_pct_milconn_takers,"Percent of military-connected students in grade 11 who earned an ACT composite score of 17 or above",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database","DECIMAL (5,4)",2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",hi_act_tot_students_ct,"Students in grade 11 who earned an ACT composite score of 17 or above",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",tot_act_takers_ct,"Students in grade 11 who took the ACT",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database",INT,2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
education,"post-secondary prep","education, post-secondary prep, ACT exam, college readiness, myfuturenc",hi_act_pct_tot_takers,"Percent of students in grade 11 who earned an ACT composite score of 17 or above",act_performance_subgroup_mfnc,county,"North Carolina",2019,"myFutureNC Attainment Dashboard: County Database","DECIMAL (5,4)",2021-04-02,"For race and gender subgroups, see act_performance_mfnc table"
key,key,"education, school, teacher, schooldigger, rank",school_name,"School name",school_performance_schooldigger,school,"North Carolina","2007 - 2019","schooldigger.com, National Center for Education Statistics, U.S. Department of Education, the U.S. Census Bureau and the North Carolina Dept of Public Instruction",VARCHAR(60),2021-04-02,
key,key,"education, school, teacher, schooldigger, rank",city,City,school_performance_schooldigger,school,"North Carolina","2007 - 2019","schooldigger.com, National Center for Education Statistics, U.S. Department of Education, the U.S. Census Bureau and the North Carolina Dept of Public Instruction",VARCHAR(30),2021-04-02,
key,key,"education, school, teacher, schooldigger, rank",zip,"Zip code",school_performance_schooldigger,school,"North Carolina","2007 - 2019","schooldigger.com, National Center for Education Statistics, U.S. Department of Education, the U.S. Census Bureau and the North Carolina Dept of Public Instruction",CHAR(5),2021-04-02,
key,key,"education, school, teacher, schooldigger, rank",year,"School year ending",school_performance_schooldigger,school,"North Carolina","2007 - 2019","schooldigger.com, National Center for Education Statistics, U.S. Department of Education, the U.S. Census Bureau and the North Carolina Dept of Public Instruction",SMALLINT,2021-04-02,
education,"school performance","education, school, teacher, schooldigger, rank",school_rating,"Schooldigger rating (0 to 5, with 5 being highest rated)",school_performance_schooldigger,school,"North Carolina","2007 - 2019","schooldigger.com, National Center for Education Statistics, U.S. Department of Education, the U.S. Census Bureau and the North Carolina Dept of Public Instruction",TINYINT,2021-04-02,
education,"school performance","education, school, teacher, schooldigger, rank",school_rank,"Schooldigger rank (1 to number of schools, with 1 being highest ranked)",school_performance_schooldigger,school,"North Carolina","2007 - 2019","schooldigger.com, National Center for Education Statistics, U.S. Department of Education, the U.S. Census Bureau and the North Carolina Dept of Public Instruction",SMALLINT,2021-04-02,
education,"school performance","education, school, teacher, schooldigger, rank",school_rank_ly,"Schooldigger rank of previous year (1 to number of schools, with 1 being highest ranked)",school_performance_schooldigger,school,"North Carolina","2007 - 2019","schooldigger.com, National Center for Education Statistics, U.S. Department of Education, the U.S. Census Bureau and the North Carolina Dept of Public Instruction",SMALLINT,2021-04-02,
education,"school performance","education, school, teacher, schooldigger, rank",school_rank_change,"Schooldigger change in rank from previous year",school_performance_schooldigger,school,"North Carolina","2007 - 2019","schooldigger.com, National Center for Education Statistics, U.S. Department of Education, the U.S. Census Bureau and the North Carolina Dept of Public Instruction",SMALLINT,2021-04-02,
education,"school performance","education, school, teacher, schooldigger, rank",school_rank_100,"Schooldigger rank (1 to 100, rescaled from school_rank)",school_performance_schooldigger,school,"North Carolina","2007 - 2019","schooldigger.com, National Center for Education Statistics, U.S. Department of Education, the U.S. Census Bureau and the North Carolina Dept of Public Instruction","DECIMAL(5,2)",2021-04-02,
education,"school performance","education, school, teacher, schooldigger, rank",avg_stand_score,"Average standardized student proficiency",school_performance_schooldigger,school,"North Carolina","2007 - 2019","schooldigger.com, National Center for Education Statistics, U.S. Department of Education, the U.S. Census Bureau and the North Carolina Dept of Public Instruction","DECIMAL(3,1)",2021-04-02,
education,"school performance","education, school, teacher, schooldigger, rank",avg_stand_score_ly,"Average standardized student proficiency (previous year)",school_performance_schooldigger,school,"North Carolina","2007 - 2019","schooldigger.com, National Center for Education Statistics, U.S. Department of Education, the U.S. Census Bureau and the North Carolina Dept of Public Instruction","DECIMAL(3,1)",2021-04-02,
education,"school performance","education, school, teacher, schooldigger, rank",student_ct,"Count of student population",school_performance_schooldigger,school,"North Carolina","2007 - 2019","schooldigger.com, National Center for Education Statistics, U.S. Department of Education, the U.S. Census Bureau and the North Carolina Dept of Public Instruction",SMALLINT,2021-04-02,
education,"school performance","education, school, teacher, schooldigger, rank",teacher_ct,"Count of teacher population",school_performance_schooldigger,school,"North Carolina","2007 - 2019","schooldigger.com, National Center for Education Statistics, U.S. Department of Education, the U.S. Census Bureau and the North Carolina Dept of Public Instruction",SMALLINT,2021-04-02,
education,"school performance","education, school, teacher, schooldigger, rank",students_per_teacher,"Ratio of students to teachers",school_performance_schooldigger,school,"North Carolina","2007 - 2019","schooldigger.com, National Center for Education Statistics, U.S. Department of Education, the U.S. Census Bureau and the North Carolina Dept of Public Instruction","DECIMAL(5,1)",2021-04-02,
education,"school performance","education, school, teacher, schooldigger, rank",free_red_lunch_pct_students,"Percentage of students eligible for free or reduced lunch",school_performance_schooldigger,school,"North Carolina","2007 - 2019","schooldigger.com, National Center for Education Statistics, U.S. Department of Education, the U.S. Census Bureau and the North Carolina Dept of Public Instruction","DECIMAL(4,3)",2021-04-02,
key,key,"economic, unemployment, bls, monthly, laus, labor",state_fips,"FIPS code for state",unemployment_bls,county,"North Carolina","2010 - 2021","Bureau of Labor Statistics Local Area Unemployment Statistics (LAUS)",CHAR(2),2021-04-02,
key,key,"economic, unemployment, bls, monthly, laus, labor",county_fips,"FIPS code for county",unemployment_bls,county,"North Carolina","2010 - 2021","Bureau of Labor Statistics Local Area Unemployment Statistics (LAUS)",CHAR(3),2021-04-02,
key,key,"economic, unemployment, bls, monthly, laus, labor",year,Year,unemployment_bls,county,"North Carolina","2010 - 2021","Bureau of Labor Statistics Local Area Unemployment Statistics (LAUS)",SMALLINT(4),2021-04-02,
